feature_id	msms_score	reference_id	short_inchikey	libname	component_id	mz
51	0.6992036778749474	425029	(1S,5R,13R,17R)-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one	PublicSpecLibrary	-1	300.1598205566406
50	0.7324313279046811	4607	O-methylisopiline	PublicSpecLibrary	1	312.1229553222656
50	0.7324313279046811	10835	O-methylisopiline	PublicSpecLibrary	1	312.1229553222656
68	0.8583109598536923	6102	Arginine propyl ester	PublicSpecLibrary	1	217.15866088867188
410	0.8014428246315817	29345	B10A30 Faulkner legacy library looks like sterol or lipid needs to be verified	PublicSpecLibrary	1	395.3671875
144	0.933792407436394	7028	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene	PublicSpecLibrary	1	219.17428588867188
144	0.7488969447669827	23449	2(1H)-Naphthalenone, 4a,5,6,7,8,8a-hexahydro-6-hydroxy-3,8-dimethyl-5-(1-methylethyl)-, (4aR,5S,6S,8R,8aS)-	PublicSpecLibrary	1	219.17428588867188
144	0.8749276875673015	33554	Curcumol	PublicSpecLibrary	1	219.17428588867188
144	0.7988012486790372	34379	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	1	219.17428588867188
144	0.914230074222362	34628	Curcumol	PublicSpecLibrary	1	219.17428588867188
144	0.6901065438427035	35052	Curcumol	PublicSpecLibrary	1	219.17428588867188
144	0.7199034814297441	35927	Curcumol	PublicSpecLibrary	1	219.17428588867188
144	0.9073529658618994	37011	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	1	219.17428588867188
144	0.9041587769599262	37032	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	1	219.17428588867188
144	0.9592515417092196	102037	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""	PublicSpecLibrary	1	219.17428588867188
144	0.9176504113048346	108439	Zerumbone CollisionEnergy:102040	PublicSpecLibrary	1	219.17428588867188
144	0.8454620312779364	113371	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060"""	PublicSpecLibrary	1	219.17428588867188
144	0.7551229734918767	119764	Zerumbone CollisionEnergy:205060	PublicSpecLibrary	1	219.17428588867188
144	0.8032982359114756	187507	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8293931687955992	187515	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8105835260892712	187523	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8308944718592367	187531	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8478606490846209	187539	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8247651126488175	187547	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8364630601206237	187555	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8499961298593076	187563	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8370187209354948	187571	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8261553834076885	187579	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8342225565462298	187587	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.9003237771912986	187595	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8007232634932591	187603	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8280105664581399	187611	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8348774426874406	187619	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.7673651960524374	187627	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8437789009372701	187635	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8450530074177308	187643	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8740853942775091	187651	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.758643271423178	187659	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.7933820036525694	187667	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8726438085985028	187675	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.8216097594339206	187683	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.17428588867188
144	0.9378061871955136	366050	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.17428588867188
144	0.7623516206598538	366070	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.17428588867188
144	0.8669900579232123	366097	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.17428588867188
144	0.9357034223005628	366649	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.17428588867188
144	0.9537314452871828	401464	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	PublicSpecLibrary	1	219.17428588867188
144	0.961639877081455	404948	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	PublicSpecLibrary	1	219.17428588867188
144	0.9466077855836263	405356	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.962564234091483	405619	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.9439174297322726	406757	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.9494248889021624	407029	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.701561152463168	407092	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.701561152463168	407228	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.9591369797674664	407534	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.9184973861091628	408072	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.9561509080074094	408431	alpha-Cyperone	PublicSpecLibrary	1	219.17428588867188
144	0.8637948246975113	488627	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.17428588867188
144	0.8611813821004082	488628	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.17428588867188
144	0.8502082054408768	488629	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.17428588867188
144	0.8490167813594731	488630	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.17428588867188
144	0.8535166892442713	488631	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.17428588867188
412	0.9198430498786266	10659	Pheophytin a	PublicSpecLibrary	35	871.57373046875
146	0.8600930799066592	23156	4-Hydroxy-1-methoxy-6,6,9a-trimethyl-4,5,5a,6,7,8,9,9a-octahydronaphtho[1,2-c]furan-3(1H)-one	PublicSpecLibrary	1	263.1640930175781
186	0.8075979330424626	7028	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene	PublicSpecLibrary	2	219.1742401123047
186	0.6823732817769156	23449	2(1H)-Naphthalenone, 4a,5,6,7,8,8a-hexahydro-6-hydroxy-3,8-dimethyl-5-(1-methylethyl)-, (4aR,5S,6S,8R,8aS)-	PublicSpecLibrary	2	219.1742401123047
186	0.7415673345272435	33554	Curcumol	PublicSpecLibrary	2	219.1742401123047
186	0.8529616095899266	34628	Curcumol	PublicSpecLibrary	2	219.1742401123047
186	0.9532276799884296	37011	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	2	219.1742401123047
186	0.955790452524746	37032	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	2	219.1742401123047
186	0.9584081402517604	102037	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""	PublicSpecLibrary	2	219.1742401123047
186	0.8778443730491672	108439	Zerumbone CollisionEnergy:102040	PublicSpecLibrary	2	219.1742401123047
186	0.7884404424895611	113371	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060"""	PublicSpecLibrary	2	219.1742401123047
186	0.8385832509041572	187507	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8688455970604322	187515	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8436367705398159	187523	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8672635448202838	187531	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8807785739834033	187539	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8664809689932156	187547	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8724400287765911	187555	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8861640348028181	187563	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8750659627979938	187571	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8609307756683618	187579	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8725437184321334	187587	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.943229438050731	187595	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8446297406710788	187603	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8624156075101056	187611	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8722651780548746	187619	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8066438625181056	187627	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8883820447694373	187635	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8707027107520373	187643	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.9195195146125406	187651	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.7961404680722629	187659	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8353504859028653	187667	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.914791195623036	187675	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.8651887552344963	187683	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	2	219.1742401123047
186	0.7660458455942578	366097	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	2	219.1742401123047
186	0.9513331979536008	401464	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	PublicSpecLibrary	2	219.1742401123047
186	0.9936523820188158	404948	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	PublicSpecLibrary	2	219.1742401123047
186	0.998198644835096	405356	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.9885327276239728	405619	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.9974896820950157	406757	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.9522422123452804	407029	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.9953073617691864	407534	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.8790117969693039	408072	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.9490510264535622	408431	alpha-Cyperone	PublicSpecLibrary	2	219.1742401123047
186	0.8100413925850856	488627	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	2	219.1742401123047
186	0.8093563246802609	488628	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	2	219.1742401123047
186	0.7967063640341054	488629	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	2	219.1742401123047
186	0.7946374668879612	488630	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	2	219.1742401123047
186	0.7976013294832134	488631	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	2	219.1742401123047
161	0.774624791442661	33537	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.12762451171875
161	0.768359505573233	35465	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.12762451171875
161	0.7638900495639297	36430	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.12762451171875
161	0.9780142358632328	98640	"""2',4',6'-Trimethoxychalcone CollisionEnergy:102040"""	PublicSpecLibrary	4	299.12762451171875
161	0.8879012989553433	109974	"""2',4',6'-Trimethoxychalcone CollisionEnergy:205060"""	PublicSpecLibrary	4	299.12762451171875
57	0.9382856266122768	16024	Propranolol HCl	PublicSpecLibrary	-1	260.16448974609375
57	0.980868311294108	354790	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol	PublicSpecLibrary	-1	260.16448974609375
57	0.6824764864777362	354791	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol	PublicSpecLibrary	-1	260.16448974609375
57	0.981089927103761	354796	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol	PublicSpecLibrary	-1	260.16448974609375
57	0.8823473307017823	365593	1-Naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol	PublicSpecLibrary	-1	260.16448974609375
57	0.9689713039630382	369625	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol	PublicSpecLibrary	-1	260.16448974609375
57	0.9824371608029272	371614	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol	PublicSpecLibrary	-1	260.16448974609375
57	0.9586037292770724	399520	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol	PublicSpecLibrary	-1	260.16448974609375
57	0.9712366634606264	404841	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol	PublicSpecLibrary	-1	260.16448974609375
57	0.9539459362706936	412620	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol	PublicSpecLibrary	-1	260.16448974609375
57	0.9919650918654926	417456	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol	PublicSpecLibrary	-1	260.16448974609375
57	0.7708522648765102	417681	MoNA:4695 Dociton	PublicSpecLibrary	-1	260.16448974609375
57	0.9776268073853884	468077	PROPRANOLOL	PublicSpecLibrary	-1	260.16448974609375
57	0.9838605093589352	470004	PROPRANOLOL	PublicSpecLibrary	-1	260.16448974609375
57	0.988228299318788	470396	PROPRANOLOL	PublicSpecLibrary	-1	260.16448974609375
57	0.9919650918654926	483541	Propranolol	PublicSpecLibrary	-1	260.16448974609375
57	0.9794621066494484	488215	propranolol - 40.0 eV	PublicSpecLibrary	-1	260.16448974609375
57	0.9783560846069088	488216	propranolol - 40.0 eV	PublicSpecLibrary	-1	260.16448974609375
57	0.9765395926152632	488217	propranolol - 40.0 eV	PublicSpecLibrary	-1	260.16448974609375
57	0.9846580846030204	488218	propranolol - 40.0 eV	PublicSpecLibrary	-1	260.16448974609375
57	0.9712871322279129	488219	propranolol - 40.0 eV	PublicSpecLibrary	-1	260.16448974609375
57	0.6680014066178779	488227	propranolol - 40.0 eV	PublicSpecLibrary	-1	260.16448974609375
40	0.9092590271790116	10896	tetrahydropalmatine	PublicSpecLibrary	21	356.18548583984375
40	0.9482451733619915	18142	2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.9482451733619915	37603	Tetrahydropalmatine	PublicSpecLibrary	21	356.18548583984375
40	0.738507529719904	98246	tetrahydropalmatine CollisionEnergy:102040	PublicSpecLibrary	21	356.18548583984375
40	0.9605174837969472	109582	tetrahydropalmatine CollisionEnergy:205060	PublicSpecLibrary	21	356.18548583984375
40	0.8504303426919277	209131	Rotundine	PublicSpecLibrary	21	356.18548583984375
40	0.887918827072995	405152	(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.8933738852006521	406302	(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.972243410968342	406402	(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.8970563617316231	407134	(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.9326055780199412	407254	(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.9059890179258066	408547	(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	PublicSpecLibrary	21	356.18548583984375
40	0.960937498414266	437676	tetrahydropalmatine	PublicSpecLibrary	21	356.18548583984375
40	0.9075602455367752	437677	tetrahydropalmatine	PublicSpecLibrary	21	356.18548583984375
310	0.9303193192330196	20718	2,3-dihydroxypropyl hexadecanoate	PublicSpecLibrary	47	313.2737731933594
64	0.9579281890659492	25315	(3S,6R,6aS,7S)-6,6a,7,8-tetrahydroxy-3-methyl-3,4,5,6,7,12a-hexahydro-2H-benzo[a]anthracene-1,12-dione [IIN-based on: CCMSLIB00000848934]	PublicSpecLibrary	1	309.10986328125
170	0.9054531949887829	22441	7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate	PublicSpecLibrary	25	432.2381286621094
170	0.9772163833067714	124444	6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole [IIN-based on: CCMSLIB00000848625]	PublicSpecLibrary	25	432.2381286621094
170	0.9774219821709186	124561	2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)- [IIN-based on: CCMSLIB00000853048]	PublicSpecLibrary	25	432.2381286621094
170	0.9351855664311548	124919	7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate [IIN-based: Match]	PublicSpecLibrary	25	432.2381286621094
170	0.9213726495201928	124924	2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)- [IIN-based on: CCMSLIB00000853048]	PublicSpecLibrary	25	432.2381286621094
121	0.8357314257662355	369847	8-(4-sulfophenyl)octanoic acid	PublicSpecLibrary	-1	301.1070861816406
121	0.6761805535578443	455505	(3aR,4R,6E,10Z,11aR)-4-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carbaldehyde	PublicSpecLibrary	-1	301.1070861816406
309	0.9724385586834904	109175	AC1L1X1Z CollisionEnergy:102040	PublicSpecLibrary	1	637.3054809570312
309	0.7816368383308856	120503	AC1L1X1Z CollisionEnergy:205060	PublicSpecLibrary	1	637.3054809570312
113	0.8615441825270475	15733	Menadione	PublicSpecLibrary	1	173.05966186523438
105	0.6711372889025802	109820	Karanjin CollisionEnergy:205060	PublicSpecLibrary	-1	293.0784606933594
78	0.6569339325427063	98251	"""3-Hydroxy-7,2',4'-trimethoxyflavone CollisionEnergy:102040"""	PublicSpecLibrary	7	329.10076904296875
78	0.6606968773120303	99689	"""3-Hydroxy-6,3',4'-trimethoxyflavone CollisionEnergy:102040"""	PublicSpecLibrary	7	329.10076904296875
33	0.6803650655662018	133824	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7258674782376896	133869	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7108787289666538	133915	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7681034060247884	133961	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7648365103100446	134006	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7573280193371166	134052	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.748638795546873	134097	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7631373435655687	134142	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.8163598936704605	134188	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.8053397230383875	134233	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.7754177228030262	134278	thymol	PublicSpecLibrary	-1	173.08079528808594
33	0.8132311435174137	134323	thymol	PublicSpecLibrary	-1	173.08079528808594
137	0.8702537062004073	109758	"""6,7-dimethoxy-1-(2-methylpropyl)-3,4-dihydroisoquinoline CollisionEnergy:205060"""	PublicSpecLibrary	1	248.16439819335935
28	0.8922336699103369	208298	Norisoboldine	PublicSpecLibrary	1	314.1387634277344
129	0.9210670891386564	7028	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene	PublicSpecLibrary	1	219.1742706298828
129	0.7736638996992529	23449	2(1H)-Naphthalenone, 4a,5,6,7,8,8a-hexahydro-6-hydroxy-3,8-dimethyl-5-(1-methylethyl)-, (4aR,5S,6S,8R,8aS)-	PublicSpecLibrary	1	219.1742706298828
129	0.8671547590716395	33554	Curcumol	PublicSpecLibrary	1	219.1742706298828
129	0.79645239809866	34379	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	1	219.1742706298828
129	0.914131010297148	34628	Curcumol	PublicSpecLibrary	1	219.1742706298828
129	0.6875567731699294	35052	Curcumol	PublicSpecLibrary	1	219.1742706298828
129	0.7242521629290698	35927	Curcumol	PublicSpecLibrary	1	219.1742706298828
129	0.909691622269486	37011	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	1	219.1742706298828
129	0.9058339823680268	37032	2,6-Di-tert-butyl-4-hydroxymethylphenol	PublicSpecLibrary	1	219.1742706298828
129	0.9635130768250366	102037	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""	PublicSpecLibrary	1	219.1742706298828
