id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
140_20230404_LFX_OK_260_VGF136_F09_1_neg_140	C30H48O6	[M - H2O - H]-	C30H46O5	Terpenoids	0.8855347037315369	Triterpenoids	0.9038156867027283	Cucurbitane triterpenoids	0.6580368280410767	Triterpenoids	0.894465982913971			Triterpenoids	0.894465982913971	Prenol lipids	0.9406745433807373	Lipids and lipid-like molecules	0.9853766560554504	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Acyloins; Polyols; Alpha-hydroxy ketones; 16-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
140_20230404_LFX_OK_260_VGF136_F09_1_neg_140	C30H50O7	[M - H4O2 - H]-	C30H46O5	Terpenoids	0.8855347037315369	Triterpenoids	0.9038156867027283	Cucurbitane triterpenoids	0.6580368280410767	Triterpenoids	0.894465982913971			Triterpenoids	0.894465982913971	Prenol lipids	0.9406745433807373	Lipids and lipid-like molecules	0.9853766560554504	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Acyloins; Polyols; Alpha-hydroxy ketones; 11-oxosteroids; 16-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
91_20230404_LFX_OK_260_VGF136_F09_1_neg_91	C18H30O5	[M - H]-	C18H30O5	Fatty acids	0.8813764452934265	Octadecanoids	0.890740156173706	Phytoprostanes	0.6505827903747559	Prostaglandins and related compounds	0.8128105998039246	Prostaglandins and related compounds	0.8128105998039246	Eicosanoids	0.6417088508605957	Fatty Acyls	0.9906909465789795	Lipids and lipid-like molecules	0.9874981045722961	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Lineolic acids and derivatives; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
193_20230404_LFX_OK_260_VGF136_F09_1_neg_193	C5H8N2O5P4S2	[M - H]-	C5H8N2O5P4S2	Amino acids and Peptides	0.5721774697303772	Small peptides	0.631976842880249	Aminoacids	0.627151608467102	Dithiophosphate S-esters	0.7402865886688232			Dithiophosphate S-esters	0.7402865886688232	Organic dithiophosphoric acids and derivatives	0.7820586562156677	Organic acids and derivatives	0.9751350283622742	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Carbonyl compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
63_20230404_LFX_OK_260_VGF136_F09_1_neg_63	C12H18O5	[M - H]-	C12H18O5	Fatty acids	0.580048680305481	Fatty acyls	0.45197415351867676	Paraconic acids and derivatives	0.4527363181114197	Dicarboxylic acids and derivatives	0.953187108039856			Dicarboxylic acids and derivatives	0.953187108039856	Carboxylic acids and derivatives	0.99727863073349	Organic acids and derivatives	0.9997068047523499	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
45_20230404_LFX_OK_260_VGF136_F09_1_neg_45	C17H6NO4	[M - H]-	C17H6NO4	Alkaloids	0.6929723024368286	Anthranilic acid alkaloids	0.1721518337726593	Aporphine alkaloids	0.2676469087600708	Phthalimides	0.5278756618499756	Isoindolones	0.7702435255050659	Isoindolines	0.7751851081848145	Isoindoles and derivatives	0.7959399223327637	Organoheterocyclic compounds	0.9786254167556763	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Isoindoles and derivatives; Isoindolones; Benzenoids; Isoindolines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phthalimides; Chemical entities
19_20230404_LFX_OK_260_VGF136_F09_1_neg_19	C9H9N9O8S2	[M - H]-	C9H9N9O8S2	Amino acids and Peptides	0.5808115005493164	Pseudoalkaloids	0.5854492783546448	Cephalosporins	0.6141721606254578	Arylsulfonic acids and derivatives	0.5615978837013245	Arylsulfonic acids and derivatives	0.5615978837013245	Organosulfonic acids and derivatives	0.8942091464996338	Organic sulfonic acids and derivatives	0.8939486742019653	Organic acids and derivatives	0.9994722008705139	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Tetrazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azo compounds; Azoles; Monocarboxylic acids and derivatives; Organic nitro compounds; Sulfonyls; Organosulfonic acids; Carboxylic acids; Organic oxoazanium compounds; Arylsulfonic acids and derivatives; Benzenoids; Sulfenyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
222_20230404_LFX_OK_260_VGF136_F09_1_neg_222	C40H81NO5	[M + CH2O2 - H]-	C41H83NO7	Fatty acids	0.9345830082893372	Sphingolipids	0.9883087873458862	Ceramides	0.9981467723846436	Long-chain ceramides	0.5136837959289551	Long-chain ceramides	0.5136837959289551	Ceramides	0.997575581073761	Sphingolipids	0.9989967942237854	Lipids and lipid-like molecules	0.994375467300415	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Polyols; Phytoceramides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
82_20230404_LFX_OK_260_VGF136_F09_1_neg_82	C9H14O3	[M - H]-	C9H14O3	Fatty acids	0.5638020634651184	Fatty Acids and Conjugates	0.5460159778594971	Unsaturated fatty acids	0.5533815026283264	Unsaturated fatty acids	0.5957633852958679	Unsaturated fatty acids	0.5957633852958679	Fatty acids and conjugates	0.5503703355789185	Fatty Acyls	0.577904462814331	Lipids and lipid-like molecules	0.5486217141151428	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
49_20230404_LFX_OK_260_VGF136_F09_1_neg_49	C16H12O5	[M - H]-	C16H12O5	Shikimates and Phenylpropanoids	0.8457809686660767	Flavonoids	0.7442901730537415	Flavonols	0.5302144289016724	O-methylated flavonoids	0.9204291105270386			O-methylated flavonoids	0.9204291105270386	Flavonoids	0.7754500508308411	Phenylpropanoids and polyketides	0.9653074741363525	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
106_20230404_LFX_OK_260_VGF136_F09_1_neg_106	C16H12O5	[M - H]-	C16H12O5	Shikimates and Phenylpropanoids	0.8842611312866211	Flavonoids	0.619290292263031	Flavones	0.333694726228714	O-methylated flavonoids	0.7353042960166931			O-methylated flavonoids	0.7353042960166931	Flavonoids	0.509243369102478	Phenylpropanoids and polyketides	0.9793252348899841	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
57_20230404_LFX_OK_260_VGF136_F09_1_neg_57	C15H10O4	[M - H]-	C15H10O4	Polyketides	0.8561810851097107	Polycyclic aromatic polyketides	0.8430305123329163	Anthraquinones and anthrones	0.8127739429473877	Hydroxyanthraquinones	0.5033076405525208	Hydroxyanthraquinones	0.5033076405525208	Anthraquinones	0.957531750202179	Anthracenes	0.9126505255699158	Benzenoids	0.9999940395355225	Organic compounds; Anthracenes; Ketones; Phenols; Anthraquinones; Organic acids and derivatives; Organooxygen compounds; Hydroxyanthraquinones; Carbonyl compounds; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
176_20230404_LFX_OK_260_VGF136_F09_1_neg_176	C18H30N4O4S	[M - H]-	C18H30N4O4S	Fatty acids	0.1400528997182846	Nucleosides	0.09894099831581116	Tripeptides	0.09717176854610443	Benzenoids	0.5310070514678955							Benzenoids	0.5310070514678955	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
121_20230404_LFX_OK_260_VGF136_F09_1_neg_121	C18H34O6	[M - H2O - H]-	C18H32O5	Fatty acids	0.9238567352294922	Octadecanoids	0.923399806022644	Other Octadecanoids	0.9416388869285583	Lineolic acids and derivatives	0.5662932395935059			Lineolic acids and derivatives	0.5662932395935059	Fatty Acyls	0.9993875026702881	Lipids and lipid-like molecules	0.9994787573814392	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
121_20230404_LFX_OK_260_VGF136_F09_1_neg_121	C18H36O7	[M - H4O2 - H]-	C18H32O5	Fatty acids	0.9238567352294922	Octadecanoids	0.923399806022644	Other Octadecanoids	0.9416388869285583	Long-chain fatty acids	0.9862435460090637	Long-chain fatty acids	0.9862435460090637	Fatty acids and conjugates	0.9997360110282898	Fatty Acyls	0.9993875026702881	Lipids and lipid-like molecules	0.9994787573814392	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
168_20230404_LFX_OK_260_VGF136_F09_1_neg_168	C16H32O3	[M - H]-	C16H32O3	Fatty acids	0.8965848088264465	Fatty Acids and Conjugates	0.765471339225769	Hydroxy fatty acids	0.9158408045768738	Long-chain fatty acids	0.7894185781478882	Long-chain fatty acids	0.7894185781478882	Fatty acids and conjugates	0.9953073859214783	Fatty Acyls	0.9974881410598755	Lipids and lipid-like molecules	0.9974830746650696	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
111_20230404_LFX_OK_260_VGF136_F09_1_neg_111	C17H30O6	[M - H4O2 - H]-	C17H26O4	Polyketides	0.6636756658554077	Aromatic polyketides	0.6833276152610779	Fatty alcohols	0.5841279029846191	Gingerols	0.6875215768814087	Gingerols	0.6875215768814087	Methoxyphenols	0.48075711727142334	Phenols	0.27274614572525024	Benzenoids	0.2728632986545563	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Gingerols; Carbonyl compounds; Beta-hydroxy ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
111_20230404_LFX_OK_260_VGF136_F09_1_neg_111	C17H28O5	[M - H2O - H]-	C17H26O4	Polyketides	0.6636756658554077	Aromatic polyketides	0.6833276152610779	Fatty alcohols	0.5841279029846191	Gingerols	0.6875215768814087	Gingerols	0.6875215768814087	Methoxyphenols	0.48075711727142334	Phenols	0.27274614572525024	Benzenoids	0.2728632986545563	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Gingerols; Carbonyl compounds; Beta-hydroxy ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
147_20230404_LFX_OK_260_VGF136_F09_1_neg_147	C16H28O3	[M - H]-	C16H28O3	Fatty acids	0.848412036895752	Octadecanoids	0.695835292339325	Other Octadecanoids	0.7550007700920105	Lineolic acids and derivatives	0.5411068797111511			Lineolic acids and derivatives	0.5411068797111511	Fatty Acyls	0.9837057590484619	Lipids and lipid-like molecules	0.9810324311256409	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
131_20230404_LFX_OK_260_VGF136_F09_1_neg_131	C31H54O8	[M - H2O - H]-	C31H52O7	Terpenoids	0.9355880618095398	Triterpenoids	0.8792492747306824	Oleanane triterpenoids	0.5203647613525391	Triterpenoids	0.8867725729942322			Triterpenoids	0.8867725729942322	Prenol lipids	0.9578221440315247	Lipids and lipid-like molecules	0.9823663234710693	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
131_20230404_LFX_OK_260_VGF136_F09_1_neg_131	C31H56O9	[M - H4O2 - H]-	C31H52O7	Terpenoids	0.9355880618095398	Triterpenoids	0.8792492747306824	Oleanane triterpenoids	0.5203647613525391	Triterpenoids	0.8867725729942322			Triterpenoids	0.8867725729942322	Prenol lipids	0.9578221440315247	Lipids and lipid-like molecules	0.9823663234710693	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
94_20230404_LFX_OK_260_VGF136_F09_1_neg_94	C18H34O5	[M - H]-	C18H34O5	Fatty acids	0.9023082256317139	Octadecanoids	0.9524810314178467	Other Octadecanoids	0.9832695722579956	Lineolic acids and derivatives	0.573797345161438			Lineolic acids and derivatives	0.573797345161438	Fatty Acyls	0.9988856911659241	Lipids and lipid-like molecules	0.999186098575592	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
94_20230404_LFX_OK_260_VGF136_F09_1_neg_94	C18H38O7	[M - H4O2 - H]-	C18H34O5	Fatty acids	0.9023082256317139	Octadecanoids	0.9524810314178467	Other Octadecanoids	0.9832695722579956	Long-chain fatty acids	0.9915962815284729	Long-chain fatty acids	0.9915962815284729	Fatty acids and conjugates	0.9993608593940735	Fatty Acyls	0.9988856911659241	Lipids and lipid-like molecules	0.999186098575592	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
94_20230404_LFX_OK_260_VGF136_F09_1_neg_94	C18H36O6	[M - H2O - H]-	C18H34O5	Fatty acids	0.9023082256317139	Octadecanoids	0.9524810314178467	Other Octadecanoids	0.9832695722579956	Lineolic acids and derivatives	0.573797345161438			Lineolic acids and derivatives	0.573797345161438	Fatty Acyls	0.9988856911659241	Lipids and lipid-like molecules	0.999186098575592	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
39_20230404_LFX_OK_260_VGF136_F09_1_neg_39	C25H30O9	[M + CH2O2 - H]-	C26H32O11	Shikimates and Phenylpropanoids	0.9275664687156677	Lignans	0.9546678066253662	Dibenzylbutyrolactone lignans	0.5960032939910889	Lignan glycosides	0.9675494432449341					Lignan glycosides	0.9675494432449341	Lignans, neolignans and related compounds	0.946077287197113	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Lignans, neolignans and related compounds; Hexoses; Lignan glycosides; Monosaccharides; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Acetals; Secondary alcohols; Fatty acyl glycosides; Furofurans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 9,9'-epoxylignans; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
14_20230404_LFX_OK_260_VGF136_F09_1_neg_14	C15H20O8	[M - H]-	C15H20O8	Terpenoids	0.5180409550666809	Sesquiterpenoids	0.5355340838432312	Picrotoxane sesquiterpenoids	0.2662527561187744	Dicarboxylic acids and derivatives	0.6586245894432068			Dicarboxylic acids and derivatives	0.6586245894432068	Carboxylic acids and derivatives	0.9900026321411133	Organic acids and derivatives	0.9980199337005615	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
160_20230404_LFX_OK_260_VGF136_F09_1_neg_160	C17H30O4S	[M - H2O - H]-	C17H28O3S	Fatty acids	0.7768572568893433	Fatty Acids and Conjugates	0.9121867418289185	Carbocyclic fatty acids	0.9966894388198853	Benzenesulfonic acids and derivatives	0.995918333530426			Benzenesulfonic acids and derivatives	0.995918333530426	Benzene and substituted derivatives	0.9960429668426514	Benzenoids	0.9995538592338562	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Benzenesulfonic acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acids; Carbonyl compounds; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities
160_20230404_LFX_OK_260_VGF136_F09_1_neg_160	C17H32O5S	[M - H4O2 - H]-	C17H28O3S	Fatty acids	0.7768572568893433	Fatty Acids and Conjugates	0.9121867418289185	Carbocyclic fatty acids	0.9966894388198853	Benzenesulfonic acids and derivatives	0.995918333530426			Benzenesulfonic acids and derivatives	0.995918333530426	Benzene and substituted derivatives	0.9960429668426514	Benzenoids	0.9995538592338562	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Benzenesulfonic acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acids; Carbonyl compounds; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities
86_20230404_LFX_OK_260_VGF136_F09_1_neg_86	C18H26O3	[M - H]-	C18H26O3	Fatty acids	0.5375611186027527	Octadecanoids	0.414311021566391	12-oxophytodienoic acid metabolites	0.3142663836479187	Lipids and lipid-like molecules	0.7417625784873962							Lipids and lipid-like molecules	0.7417625784873962	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
37_20230404_LFX_OK_260_VGF136_F09_1_neg_37	C31H28FN3O5	[M + Br]-	C31H28FN3O5	Alkaloids	0.7764657139778137	Tryptophan alkaloids	0.5264227390289307	Carbazole alkaloids	0.2716640830039978	Quinolines and derivatives	0.7305792570114136					Quinolines and derivatives	0.7305792570114136	Organoheterocyclic compounds	0.9982497096061707	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Halobenzenes; Pyridines and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Halogenated fatty acids; Aryl fluorides; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Quinolines and derivatives; Pyridinecarboxylic acids and derivatives; Organofluorides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Heterocyclic fatty acids; Substituted pyrroles; Benzene and substituted derivatives; Benzenoids; Pyrrole carboxamides; Aryl halides; Medium-chain fatty acids; Vinylogous amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
139_20230404_LFX_OK_260_VGF136_F09_1_neg_139	C15H28O	[M + CH2O2 - H]-	C16H30O3	Fatty acids	0.9028438329696655	Octadecanoids	0.8672142028808594	Other Octadecanoids	0.8896060585975647	Long-chain fatty acids	0.9484653472900391	Long-chain fatty acids	0.9484653472900391	Fatty acids and conjugates	0.9988154172897339	Fatty Acyls	0.9988192915916443	Lipids and lipid-like molecules	0.9987130165100098	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
