rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
98	1	4	4	N/A	-127.05842447645968	0.9999999999999999	150.57934353023947	C19H30O3	[M + CH2O2 - H]-	VAKQGTFWSDSTRI	InChI=1S/C19H30O3/c1-15(2)8-5-9-16(3)10-6-12-18(19(21)22)13-7-11-17(4)14-20/h9,11-12,20H,1,5-8,10,13-14H2,2-4H3,(H,21,22)	Phytane diterpenoids	C=C(C)CCC=C(C)CCC=C(CCC=C(C)CO)C(=O)O	4.940924827931073	""	2304_LOTUS_DNP:(Phytane diterpenoids)	0	351.2176513671875	188.064	129_20230404_LFX_OK_226_VGF136_C08_1_neg_129
99	1	4	4	N/A	-142.23684996730455	0.9999999999999999	242.99274004230116	C20H36O7	[M - H4O2 - H]-	SAAOVBGAFHJPIF	InChI=1S/C20H36O7/c1-2-3-4-6-13(21)9-10-14-15(18(24)12-17(14)23)11-19(25)16(22)7-5-8-20(26)27/h9-10,13-19,21-25H,2-8,11-12H2,1H3,(H,26,27)	5,6-Dihydroxyprostaglandin F1	CCCCCC(C=CC1C(CC(C1CC(C(CCCC(=O)O)O)O)O)O)O	1.0	6439819	COCONUT:(CNP0001741);HMDB:(12109);PubChem:(6439819);CHEBI:(139312);PubChem class - bio and metabolites;MeSH:(6439819);PubMed;KEGG Mine	8608809070	351.2176513671875	188.064	129_20230404_LFX_OK_226_VGF136_C08_1_neg_129
100	1	4	4	0.1763142457338735	-116.02696756014514	0.9999999999999999	107.70894347799994	C20H32O6	[M - H]-	ROUDCKODIMKLNO	InChI=1S/C20H32O6/c1-2-3-4-7-14(21)10-11-16-17(19(24)13-18(16)23)12-15(22)8-5-6-9-20(25)26/h10-11,14,16-18,21,23H,2-9,12-13H2,1H3,(H,25,26)	6-keto PGE1	CCCCCC(C=CC1C(CC(=O)C1CC(=O)CCCCC(=O)O)O)O	2.60362673	123819;4045015;5996581;5280889;10429122;35021486;35021492;35021499;40473160;54278015;59941503;71684375;124351411;129370142;129370143	HMDB:(4241);SuperNatural:(SN00300649);ZINC bio:(ZINC04096987);additional;MeSH:(5280889);PubMed;COCONUT:(CNP0331343);Natural Products:(UNPD170528);PubChem:(123819 4045015 5996581 5280889 10429122 35021486 35021492 35021499 40473160 54278015 59941503 71684375 124351411 129370142 129370143);CHEBI:(28269 134577);PubChem class - bio and metabolites;KEGG:(C05962);PubChem class - safety and toxic	87597422	367.2124328613281	175.935	109_20230404_LFX_OK_226_VGF136_C08_1_neg_109
101	1	4	4	N/A	-144.9282755122303	0.9999999999999999	56.64977788227797	C19H30O4	[M + CH2O2 - H]-	SFVKIBXLXDDNLX	InChI=1S/C19H30O4/c1-18-6-5-11(20)7-10(18)8-13(21)16-12-3-4-15(23)19(12,2)9-14(22)17(16)18/h10-13,15-17,20-21,23H,3-9H2,1-2H3	null	CC12CCC(CC1CC(C3C2C(=O)CC4(C3CCC4O)C)O)O	2.18258309	""	COCONUT:(CNP0233281);Natural Products:(UNPD92100);SuperNatural:(SN00371491)	3178496	367.2124328613281	175.935	109_20230404_LFX_OK_226_VGF136_C08_1_neg_109
102	1	4	4	N/A	-161.95906347209626	0.9999999999999999	107.72048589726325	C20H34O7	[M - H2O - H]-	HRJZZHMMTOORSG	InChI=1S/C20H34O7/c1-16(2)12(21)7-11-18(4,26)10-6-5-9-13(22)19(10,8-17(9,3)25)14(23)15(24)20(11,16)27/h9-15,21-27H,5-8H2,1-4H3	Kalmitoxin I	CC1(C(CC2C1(C(C(C34CC(C(C3O)CCC4C2(C)O)(C)O)O)O)O)O)C	-0.412571222	171535;44559353;137092550	COCONUT:(CNP0150182);Natural Products:(UNPD25938);PubChem class - safety and toxic;PubChem:(171535 44559353 137092550);SuperNatural:(SN00318040);2304_LOTUS_DNP:(Grayanotoxane diterpenoids)	70287362	367.2124328613281	175.935	109_20230404_LFX_OK_226_VGF136_C08_1_neg_109
103	1	4	4	N/A	-207.2086193437302	0.9999999999999999	107.72048589726325	C20H36O8	[M - H4O2 - H]-	ZXWLUEFXQJFMOV	InChI=1S/C20H36O8/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(21)27-20-17(24)15(22)16(23)18(28-20)19(25)26/h15-18,20,22-24H,2-13H2,1H3,(H,25,26)	(2S,3S,4S,5R)-3,4,5-trihydroxy-6-tetradecanoyloxyoxane-2-carboxylic acid	CCCCCCCCCCCCCC(=O)OC1C(C(C(C(O1)C(=O)O)O)O)O	4.5	22883841	PubChem:(22883841);2304_LOTUS_DNP	2	367.2124328613281	175.935	109_20230404_LFX_OK_226_VGF136_C08_1_neg_109
104	1	4	4	0.17597373970703617	-127.1295561778744	0.9999999999999999	34.598328856770486	C20H34O7	[M - H]-	VIHRKOVEWCGJQP	InChI=1S/C20H34O7/c1-11(21)9-15-5-8-18(26-15)14(4)20(24)25-12(2)10-16-6-7-17(27-16)13(3)19(22)23/h11-18,21H,5-10H2,1-4H3,(H,22,23)	null	CC(CC1CCC(O1)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O)O	2.5	15297885;23815283;51693142;51693144;51693146;51693148;98430233;124870460;124870462;124870466	COCONUT:(CNP0061473 CNP0347936);PubChem:(15297885 23815283 51693142 51693144 51693146 51693148 98430233 124870460 124870462 124870466);SuperNatural:(SN00032937 SN00036970 SN00032935 SN00036968 SN00032938 SN00036969 SN00032936 SN00036967);ZINC bio:(ZINC14614276 ZINC14614277 ZINC14614278 ZINC14614279 ZINC35456107 ZINC35456112 ZINC35456118 ZINC35456123);additional;Training Set;2304_LOTUS_DNP:(Macrotetrolides)	3694594	385.22283935546875	105.28	34_20230404_LFX_OK_226_VGF136_C08_1_neg_34
105	1	4	4	N/A	-136.09568286786617	0.9999999999999999	34.59832885677049	C20H38O9	[M - H4O2 - H]-	FBVFDKBCZLMLQT	InChI=1S/C20H38O9/c1-3-4-5-6-7-8-9-26-19-14(10-13(22)15(11-21)29-19)28-20-18(25)17(24)16(23)12(2)27-20/h12-25H,3-11H2,1-2H3	(2S,3S,4R,5S,6S)-2-{[(2R,3R,5R,6R)-5-hydroxy-6-(hydroxymethyl)-2-(octyloxy)oxan-3-yl]oxy}-6-methyloxane-3,4,5-triol	CCCCCCCCOC1C(CC(C(O1)CO)O)OC2C(C(C(C(O2)C)O)O)O	1.20000005	46937084;75243794	COCONUT:(CNP0020107);PubChem:(46937084 75243794);PubChem class - bio and metabolites	18874370	385.22283935546875	105.28	34_20230404_LFX_OK_226_VGF136_C08_1_neg_34
106	1	4	4	N/A	-154.75017595780943	0.9999999999999999	34.598328856770486	C19H32O5	[M + CH2O2 - H]-	IDHHDXMWDQBKJS	InChI=1S/C19H32O5/c1-13(5-7-16(20)21)9-11-19(4)12-10-14(18(2,3)24)15(19)6-8-17(22)23/h9,14-15,24H,5-8,10-12H2,1-4H3,(H,20,21)(H,22,23)	null	CC(=CCC1(CCC(C1CCC(=O)O)C(C)(C)O)C)CCC(=O)O	3.48182368	""	COCONUT:(CNP0086567)	2097152	385.22283935546875	105.28	34_20230404_LFX_OK_226_VGF136_C08_1_neg_34
107	1	4	4	N/A	-211.94606750903802	0.9999999999999999	34.59832885677049	C20H36O8	[M - H2O - H]-	ZXWLUEFXQJFMOV	InChI=1S/C20H36O8/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(21)27-20-17(24)15(22)16(23)18(28-20)19(25)26/h15-18,20,22-24H,2-13H2,1H3,(H,25,26)	(2S,3S,4S,5R)-3,4,5-trihydroxy-6-tetradecanoyloxyoxane-2-carboxylic acid	CCCCCCCCCCCCCC(=O)OC1C(C(C(C(O1)C(=O)O)O)O)O	4.5	22883841	PubChem:(22883841);2304_LOTUS_DNP	2	385.22283935546875	105.28	34_20230404_LFX_OK_226_VGF136_C08_1_neg_34
108	1	3	6	0.17366523812172538	-275.69369255043574	0.9482412060301507	21.25286675561762	C28H23NO6	[M - H]-	VGHLIEPBMFYEPE	InChI=1S/C28H23NO6/c1-16-22(35-28(31)17-9-11-23(32-3)24(13-17)33-4)12-10-20-26(30)25(34-27(16)20)14-18-15-29(2)21-8-6-5-7-19(18)21/h5-15H,1-4H3	7-methyl-2-[(1-methylindol-3-yl)methylene]-3-oxobenzo[3,4-b]furan-6-yl 3,4-dim ethoxybenzoate	CC1=C(C=CC2=C1OC(=CC3=CN(C4=CC=CC=C43)C)C2=O)OC(=O)C5=CC(=C(C=C5)OC)OC	5.4000001	16424019;72170739	COCONUT:(CNP0035984);PubChem:(16424019 72170739);SuperNatural:(SN00150060);ZINC bio:(ZINC09422857)	3153922	468.1448669433594	156.683	97_20230404_LFX_OK_226_VGF136_C08_1_neg_97
109	1	3	6	N/A	-400.5488359701188	0.9482412060301507	21.252866755617625	C28H25NO7	[M - H2O - H]-	SGXYKVLUHHFQAA	InChI=1S/C28H25NO7/c1-33-21-11-9-20(10-12-21)24-17-27(31)36-25-16-22(13-14-23(24)25)35-26(30)8-5-15-29-28(32)34-18-19-6-3-2-4-7-19/h2-4,6-7,9-14,16-17H,5,8,15,18H2,1H3,(H,29,32)	[4-(4-methoxyphenyl)-2-oxochromen-7-yl] 4-(phenylmethoxycarbonylamino)butanoate	COC1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3)OC(=O)CCCNC(=O)OCC4=CC=CC=C4	4.30000019	1750413	COCONUT:(CNP0261982);PubChem:(1750413);SuperNatural:(SN00052881);ZINC bio:(ZINC02093603)	3153922	468.1448669433594	156.683	97_20230404_LFX_OK_226_VGF136_C08_1_neg_97
110	1	3	6	N/A	-414.0784394624287	0.9482412060301507	21.252866755617625	C28H27NO8	[M - H4O2 - H]-	KFBKUSUFGSUNCE	InChI=1S/C28H27NO8/c1-17(30)29-24-25(32)26-23(16-34-27(37-26)22-12-7-15-33-22)36-28(24)35-21-11-6-5-10-19(21)13-14-20(31)18-8-3-2-4-9-18/h2-15,23-28,32H,16H2,1H3,(H,29,30)	N-[(4aR,6S,7R,8R,8aS)-2-(furan-2-yl)-8-hydroxy-6-[2-[(E)-3-oxo-3-phenylprop-1-enyl]phenoxy]-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]acetamide	CC(=O)NC1C(C2C(COC(O2)C3=CC=CO3)OC1OC4=CC=CC=C4C=CC(=O)C5=CC=CC=C5)O	2.5999999	18888068;16409371;71963896;95374733;95374734	COCONUT:(CNP0393734);PubChem:(18888068 16409371 71963896 95374733 95374734);SuperNatural:(SN00111597 SN00111596);ZINC bio:(ZINC70712140 ZINC70712141)	3153922	468.1448669433594	156.683	97_20230404_LFX_OK_226_VGF136_C08_1_neg_97
111	1	2	2	0.1691604241282975	-208.69000623863153	0.9999999999999999	8.067600057732443	C26H32O12	[M - H2O - H]-	GIKHTLWJYIDPFB	InChI=1S/C26H32O12/c1-12-17(36-19(29)8-5-13-3-6-14(28)7-4-13)9-15-16(24(33)34-2)11-35-25(20(12)15)38-26-23(32)22(31)21(30)18(10-27)37-26/h3-8,11-12,15,17-18,20-23,25-28,30-32H,9-10H2,1-2H3	null	CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)OC(=O)C=CC4=CC=C(C=C4)O	0.899999976	101215671	COCONUT:(CNP0279515);Natural Products:(UNPD160560);PubChem:(101215671);SuperNatural:(SN00317745)	3178498	517.1713256835938	115.996	43_20230404_LFX_OK_226_VGF136_C08_1_neg_43
112	1	2	2	N/A	-210.2483546749262	0.9999999999999999	8.067600057732443	C26H34O13	[M - H4O2 - H]-	PJPUGQURBNPACK	InChI=1S/C26H34O13/c1-4-14-15(10-20(29)36-8-7-13-5-6-17(28)18(9-13)34-2)16(24(33)35-3)12-37-25(14)39-26-23(32)22(31)21(30)19(11-27)38-26/h4-6,9,12,15,19,21-23,25-28,30-32H,7-8,10-11H2,1-3H3	null	CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)OC	-0.100000001	102047330	PubChem:(102047330);2304_LOTUS_DNP;KEGG Mine	8589934594	517.1713256835938	115.996	43_20230404_LFX_OK_226_VGF136_C08_1_neg_43
113	1	3	3	0.16432058000500913	-113.15747539673686	0.9999999999999999	127.26879576194035	C18H30O6	[M - H]-	QFZISQBFEIXWDM	InChI=1S/C18H30O6/c1-12(8-13(2)9-14(3)10-17(21)22)6-4-5-7-16(20)15(11-19)18(23)24/h9-10,12,15-16,19-20H,4-8,11H2,1-3H3,(H,21,22)(H,23,24)	2,4-Tetradecadienedioicacid, 12-hydroxy-13-(hydroxymethyl)-3,5,7-trimethyl- (9CI)	CC(CCCCC(C(CO)C(=O)O)O)CC(=CC(=CC(=O)O)C)C	3.20000005	10405119;38353450;38353456;38353462;38353466;54226139;124871933;124871938;126456383	COCONUT:(CNP0155752 CNP0222122);Natural Products:(UNPD111271 UNPD100190);PubChem:(10405119 38353450 38353456 38353462 38353466 54226139 124871933 124871938 126456383);SuperNatural:(SN00029107 SN00029105 SN00029106 SN00029108 SN00354093 SN00241899);ZINC bio:(ZINC31160675 ZINC31160679 ZINC31160683 ZINC31160686);additional;Training Set;2304_LOTUS_DNP:(Branched fatty acids)	3727362	341.1969299316406	148.878	83_20230404_LFX_OK_226_VGF136_C08_1_neg_83
114	1	3	3	N/A	-128.152713712466	0.9999999999999999	127.26879576194038	C18H32O7	[M - H2O - H]-	MPFLKMQGGVNBJS	InChI=1S/C18H32O7/c1-2-3-4-5-6-7-8-9-10-11-12-14(16(21)22)18(25,17(23)24)13-15(19)20/h14,25H,2-13H2,1H3,(H,19,20)(H,21,22)(H,23,24)	2-hydroxypentadecane-1,2,3-tricarboxylate	CCCCCCCCCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O	4.30000019	10428617;17914264;44157969;102297390	COCONUT:(CNP0321158);Natural Products:(UNPD12019);PubChem:(10428617 17914264 44157969 102297390);SuperNatural:(SN00392919);PubMed	3178562	341.1969299316406	148.878	83_20230404_LFX_OK_226_VGF136_C08_1_neg_83
115	1	3	3	N/A	-142.79556296646084	0.9999999999999999	94.55185633276922	C17H28O4	[M + CH2O2 - H]-	RCKDDMWGRIYLCN	InChI=1S/C17H28O4/c1-12(9-11-17(20)21)8-10-16(19)14(3)7-5-6-13(2)15(4)18/h7-9,11,13,15-16,18-19H,5-6,10H2,1-4H3,(H,20,21)	null	CC(CCC=C(C)C(CC=C(C)C=CC(=O)O)O)C(C)O	3.4000001	23786291	COCONUT:(CNP0063441 CNP0087228);PubChem:(23786291);SuperNatural:(SN00029939 SN00033819 SN00029940 SN00038033 SN00038032 SN00033818);ZINC bio:(ZINC31166601 ZINC31166605 ZINC31166609 ZINC31166612 ZINC35464154 ZINC35464157);additional;Training Set	3694594	341.1969299316406	148.878	83_20230404_LFX_OK_226_VGF136_C08_1_neg_83
116	1	4	4	0.16364679416612107	-210.25844985299628	0.9999999999999999	17.845389411054846	C19H32O9	[M - H4O2 - H]-	QEBWOBFSNAGMNR	InChI=1S/C19H32O9/c1-9(21)4-5-12-18(2)8-26-19(12,3)6-10(22)16(18)28-17-15(25)14(24)13(23)11(7-20)27-17/h4-5,9-17,20-25H,6-8H2,1-3H3	(2R,3R,4S,5S,6R)-2-[[(1R,3R,4R,5S)-3-hydroxy-8-[(E,3R)-3-hydroxybut-1-enyl]-1,5-dimethyl-7-oxabicyclo[3.2.1]octan-4-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CC(C=CC1C2(CC(C(C1(CO2)C)OC3C(C(C(C(O3)CO)O)O)O)O)C)O	-1.70000005	11090751;21586775	COCONUT:(CNP0208855);Natural Products:(UNPD73015);PubChem:(11090751 21586775);SuperNatural:(SN00258070);2304_LOTUS_DNP:(Megastigmanes)	3178498	367.17596435546875	103.021	33_20230404_LFX_OK_226_VGF136_C08_1_neg_33
117	1	4	4	N/A	-215.70757023127507	0.9999999999999999	17.845389411054846	C19H30O8	[M - H2O - H]-	ZZMRRHANYHOIDL	InChI=1S/C19H30O8/c1-9(26-18-17(25)16(24)15(23)13(8-20)27-18)5-6-11-10(2)14(22)12(21)7-19(11,3)4/h5-6,9,12-13,15-18,20-21,23-25H,7-8H2,1-4H3	(6S)-6-hydroxy-2,4,4-trimethyl-3-[(E,3S)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one	CC1=C(C(CC(C1=O)O)(C)C)C=CC(C)OC2C(C(C(C(O2)CO)O)O)O	-0.300000012	11463315;102351256	COCONUT:(CNP0250344);KNApSAcK:(31385);Natural Products:(UNPD147268);PubChem:(11463315 102351256);SuperNatural:(SN00335515);2304_LOTUS_DNP:(Megastigmanes)	3178514	367.17596435546875	103.021	33_20230404_LFX_OK_226_VGF136_C08_1_neg_33
118	1	4	4	N/A	-233.46096176542179	0.9999999999999999	13.39081508690332	C18H26O5	[M + CH2O2 - H]-	WOKXCSJTLUSNID	InChI=1S/C18H26O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h3,7,13-16,19-20H,2,4,6,9-12H2,1H3,(H,22,23)	null	CCC=CCC(O)C(=O)C=CC(O)CC#CCCCCC(=O)O	3.1810534141038933	""	""	0	367.17596435546875	103.021	33_20230404_LFX_OK_226_VGF136_C08_1_neg_33
119	1	4	4	N/A	-240.23441996086422	0.9999999999999999	17.845389411054846	C19H28O7	[M - H]-	FOQFSEZGXPNQCD	InChI=1S/C19H28O7/c1-5-7-8-9-17-19(25-13(4)21)11-15(23)14(22)10-18(26-17)16(6-2)24-12(3)20/h1,7-8,14-19,22-23H,6,9-11H2,2-4H3	null	CCC(C1CC(C(CC(C(O1)CC=CC#C)OC(=O)C)O)O)OC(=O)C	1.5	23427500	COCONUT:(CNP0314743);Natural Products:(UNPD76880);PubChem:(23427500);2304_LOTUS_DNP	2129922	367.17596435546875	103.021	33_20230404_LFX_OK_226_VGF136_C08_1_neg_33
120	1	1	1	0.16246031153105728	-244.1602567743949	0.9999999999999999	61.36317304578213	C26H36O14	[M - H]-	QXWRKKAWHODYQB	InChI=1S/C26H36O14/c1-9-13(29)6-11(15(9)23(34)35-3)12(7-27)22(33)38-20-10-4-5-36-24(16(10)26(2)21(20)40-26)39-25-19(32)18(31)17(30)14(8-28)37-25/h4-5,10-14,16-21,24-25,27-32H,6-8H2,1-3H3	null	CC1=C(C(CC1O)C(CO)C(=O)OC2C3C=COC(C3C4(C2O4)C)OC5C(C(C(C(O5)CO)O)O)O)C(=O)OC	-2.5999999	101420726	COCONUT:(CNP0338159);Natural Products:(UNPD20135);PubChem:(101420726);SuperNatural:(SN00306523);2304_LOTUS_DNP:(Iridoids monoterpenoids)	3178498	571.203125	115.996	42_20230404_LFX_OK_226_VGF136_C08_1_neg_42
121	1	2	2	0.1614072471087498	-172.93294889319503	0.9999999999999999	15.802098133640229	C26H34O13	[M - H2O - H]-	PJPUGQURBNPACK	InChI=1S/C26H34O13/c1-4-14-15(10-20(29)36-8-7-13-5-6-17(28)18(9-13)34-2)16(24(33)35-3)12-37-25(14)39-26-23(32)22(31)21(30)19(11-27)38-26/h4-6,9,12,15,19,21-23,25-28,30-32H,7-8,10-11H2,1-3H3	null	CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)OC	-0.100000001	102047330	PubChem:(102047330);2304_LOTUS_DNP;KEGG Mine	8589934594	535.1820068359375	101.197	31_20230404_LFX_OK_226_VGF136_C08_1_neg_31
122	1	2	2	N/A	-283.0993831755927	0.9999999999999999	15.802098133640229	C26H36O14	[M - H4O2 - H]-	VBRGQZHMEACDLF	InChI=1S/C26H36O14/c1-4-12-13-5-18(28)37-9-26(35)11(3)16(6-15(26)10(2)22(32)33)38-23(34)14(13)8-36-24(12)40-25-21(31)20(30)19(29)17(7-27)39-25/h4,8,10-11,13,15-17,19-21,24-25,27,29-31,35H,5-7,9H2,1-3H3,(H,32,33)	null	CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OC3CC(C(C)C(=O)O)C(O)(COC(=O)CC21)C3C	-0.8611130032836938	""	""	0	535.1820068359375	101.197	31_20230404_LFX_OK_226_VGF136_C08_1_neg_31
123	1	1	1	0.1586557110010169	-144.70369139128687	0.9999999999999999	60.063614672111626	C21H36O8	[M - H]-	KVSQIVFQSWVUGM	InChI=1S/C21H36O8/c1-9-5-12(23)15-10(9)6-11-13(7-21(15,4)29-20(11,2)3)27-19-18(26)17(25)16(24)14(8-22)28-19/h9-19,22-26H,5-8H2,1-4H3	null	CC1CC(C2C1CC3C(CC2(OC3(C)C)C)OC4C(C(C(C(O4)CO)O)O)O)O	0.100000001	101635458	COCONUT:(CNP0174579);Natural Products:(UNPD121855);PubChem:(101635458);SuperNatural:(SN00334130);2304_LOTUS_DNP:(Guaiane sesquiterpenoids)	3178498	415.2333679199219	156.683	95_20230404_LFX_OK_226_VGF136_C08_1_neg_95
124	1	3	3	0.15701164791736386	-134.44434592680324	0.9999999999999999	63.79466588699698	C21H38O9	[M - H2O - H]-	VEQUTAOVMNTCLL	InChI=1S/C21H38O9/c1-19(2,30-18-17(27)16(26)15(25)11(9-22)29-18)10-5-6-20(3)12(7-10)21(4,28)14(24)8-13(20)23/h10-18,22-28H,5-9H2,1-4H3	null	CC12CCC(CC1C(C(CC2O)O)(C)O)C(C)(C)OC3C(C(C(C(O3)CO)O)O)O	-1.0	132556629	PubChem:(132556629);2304_LOTUS_DNP	2	415.23345947265625	179.721	119_20230404_LFX_OK_226_VGF136_C08_1_neg_119
125	1	3	3	N/A	-146.11666109935746	0.9999999999999999	63.794665886996974	C20H34O6	[M + CH2O2 - H]-	BWMFRQKICHXLSH	InChI=1S/C20H34O6/c1-16(2)13(21)7-12-18(4,25)11-6-5-10-15(23)19(11,9-17(10,3)24)8-14(22)20(12,16)26/h10-15,21-26H,5-9H2,1-4H3	Andromedol	CC1(C(CC2C1(C(CC34CC(C(C3O)CCC4C2(C)O)(C)O)O)O)O)C	0.525551915	3511;73051;207666;5458700;6610227;10832965;11057730;15559561;10429251;16759991;20056788;44381582;46864190;92264563;92264562;92264578;92264579;126480199;131635673;134688559;135929152;137325697;137325698;138113481;139253907	COCONUT:(CNP0202019);KNApSAcK:(42569);Natural Products:(UNPD106422 UNPD104277 UNPD135952 UNPD71189 UNPD104997 UNPD178605);PubChem:(3511 73051 207666 5458700 6610227 10832965 11057730 15559561 10429251 16759991 20056788 44381582 46864190 92264563 92264562 92264578 92264579 126480199 131635673 134688559 135929152 137325697 137325698 138113481 139253907);SuperNatural:(SN00260648 SN00229301 SN00312274 SN00355175 SN00362766);MeSH:(3511 5458700 11057730 15559561 134688559 138113481);PubChem class - safety and toxic;Training Set;PubMed;2304_LOTUS_DNP:(grayanotoxin III)	70303830	415.23345947265625	179.721	119_20230404_LFX_OK_226_VGF136_C08_1_neg_119
126	1	3	3	N/A	-157.14896961270486	0.9999999999999999	63.794665886996974	C21H36O8	[M - H]-	FUWQFPQLLCISDU	InChI=1S/C21H36O8/c1-10(2)11-8-13-20(3,9-12(11)22)7-6-14(21(13,4)26)28-19-17(25)15(23)16(24)18(27-5)29-19/h11-19,22-26H,1,6-9H2,2-5H3	null	CC(=C)C1CC2C(CCC(C2(C)O)OC3C(C(C(C(O3)OC)O)O)O)(CC1O)C	0.989422679	""	COCONUT:(CNP0109615);Natural Products:(UNPD213519)	2129920	415.23345947265625	179.721	119_20230404_LFX_OK_226_VGF136_C08_1_neg_119
127	1	4	4	0.15327065023826184	-97.26130111611384	0.9999999999999999	48.71491125497096	C21H38O10	[M - H4O2 - H]-	ZQIOVWYOYSNXID	InChI=1S/C21H38O10/c1-19(2,31-18-17(27)16(26)15(25)13(8-22)30-18)10-4-5-21(29,9-23)12-7-14(24)20(3,28)11(12)6-10/h10-18,22-29H,4-9H2,1-3H3	Atractyloside B	CC1(C2CC(CCC(C2CC1O)(CO)O)C(C)(C)OC3C(C(C(C(O3)CO)O)O)O)O	-2.20000005	5319804;14507477;71448952	COCONUT:(CNP0263059);KNApSAcK:(31611);Natural Products:(UNPD70317);PubChem:(5319804 14507477 71448952);SuperNatural:(SN00041672 SN00326510 SN00041675 SN00041674 SN00041673);CHEBI:(138836);ZINC bio:(ZINC72320115 ZINC72320116 ZINC72320117 ZINC72320118);additional;KEGG:(C17859);2304_LOTUS_DNP:(Guaiane sesquiterpenoids)	3711282	413.2181701660156	162.257	100_20230404_LFX_OK_226_VGF136_C08_1_neg_100
128	1	4	4	N/A	-148.04777942847034	0.9999999999999999	41.30164975164657	C20H32O6	[M + CH2O2 - H]-	WPDITXOBNLYZHH	InChI=1S/C20H32O6/c1-7-17(4)10-12(22)20(25)18(5)11(21)8-9-16(2,3)14(18)13(23)15(24)19(20,6)26-17/h7,11,13-15,21,23-25H,1,8-10H2,2-6H3	7-Desacetylforskolin	CC1(CCC(C2(C1C(C(C3(C2(C(=O)CC(O3)(C)C=C)O)C)O)O)C)O)C	0.400000006	2964;127632;10893929;10044542;18633350;51654525;54442545;70473434;133126693	COCONUT:(CNP0260308);KNApSAcK:(22387);Natural Products:(UNPD31648);PubChem:(2964 127632 10893929 10044542 18633350 51654525 54442545 70473434 133126693);SuperNatural:(SN00027397 SN00027293);ZINC bio:(ZINC25725270 ZINC29477570);MeSH:(2964 127632 10044542 10893929 133126693);PubChem class - safety and toxic;PubMed;2304_LOTUS_DNP:(Labdane diterpenoids);KEGG Mine	8660230230	413.2181701660156	162.257	100_20230404_LFX_OK_226_VGF136_C08_1_neg_100
129	1	4	4	N/A	-150.04083047568795	0.9999999999999999	48.71491125497096	C21H36O9	[M - H2O - H]-	SPYAOTULQPJFGN	InChI=1S/C21H36O9/c1-9-5-11(28-18-17(26)16(25)15(24)12(8-22)29-18)14-10(9)6-21(27)13(23)7-20(14,4)30-19(21,2)3/h9-18,22-27H,5-8H2,1-4H3	null	CC1CC(C2C1CC3(C(CC2(OC3(C)C)C)O)O)OC4C(C(C(C(O4)CO)O)O)O	-1.0	10836484	COCONUT:(CNP0384437);Natural Products:(UNPD61137);PubChem:(10836484);SuperNatural:(SN00399149);2304_LOTUS_DNP:(Guaiane sesquiterpenoids)	3178498	413.2181701660156	162.257	100_20230404_LFX_OK_226_VGF136_C08_1_neg_100
130	1	4	4	N/A	-163.91249862484486	0.9999999999999999	48.71491125497094	C21H34O8	[M - H]-	CXHZQLWHXWSWCF	InChI=1S/C21H34O8/c1-11(22)18(26)6-7-21(29)17(18,3)14(24)8-13-16(2)5-4-12(23)9-20(16,28)15(25)10-19(13,21)27/h12-15,23-29H,4-10H2,1-3H3	null	CC(=O)C1(CCC2(C1(C(CC3C2(CC(C4(C3(CCC(C4)O)C)O)O)O)O)C)O)O	-0.846162856	""	COCONUT:(CNP0313159);Natural Products:(UNPD96971);SuperNatural:(SN00309860)	3178496	413.2181701660156	162.257	100_20230404_LFX_OK_226_VGF136_C08_1_neg_100
